TEXT,STAGE,STRANGE,GROUP,EMOTION,TRIGGER
"Убирайся к своей любовнице, я видела ваше видео и больше не верю твоим клятвам! Ты разрушил всё наше счастье!",Пик,Высокая,Гнев,Злость,Ревность
"Я сегодня понял, что был неправ, когда критиковал твое хобби. Главное, что ты счастлива, а деньги — дело наживное.",Разрешение,Низкая,Социальные,Эмпатия,Личность
Твои друзья опять заняли всё наше парковочное место у дома. Почему ты позволяешь им так бесцеремонно себя вести?,Предконфликтная,Низкая,Гнев,Неодобрение,Друзья
"Мы совсем перестали разговаривать о чем-то, кроме быта и детей. Я боюсь, что мы просто становимся сожителями.",Инцидент,Средняя,Страх,Напряжение/Нервозность,Внимание
"Хватит проверять мои чеки за продукты, я не ворую у семьи! Твоя подозрительность просто унизительна для меня!",Эскалация,Средняя,Гнев,Раздражение,Деньги
"Да заткнись ты уже, я не хочу слышать ни слова больше! Ты предал меня в самый трудный момент жизни!",Пик,Высокая,Гнев,Злость,Личность
"Опять ты не предупредил, что задержишься, а я ждала тебя с новостями. Твое равнодушие к моим планам просто убивает.",Предконфликтная,Низкая,Грусть,Обида,Внимание
"Ты опять промолчал, когда твоя сестра хамила мне в лицо. Почему я должна сама защищать свои границы в твоей семье?",Инцидент,Средняя,Гнев,Обида,Родня
"Куда ты потратил деньги из отложенных на ремонт, не сказав мне ни слова?! Это полное неуважение к нашему общему труду!",Эскалация,Высокая,Гнев,Злость,Деньги
"Пошел вон, я видела тебя с ней сегодня в торговом центре! Не смей оправдываться, между нами всё кончено навсегда!",Пик,Высокая,Гнев,Злость,Ревность
"Прости, что я была такой резкой вчера из-за немытой посуды. Я просто очень устала и сорвалась на тебе, извини.",Разрешение,Средняя,Социальные,Раскаяние,Быт
"Твои друзья опять собираются у нас на футбол, а мне завтра в ночную смену. Почему ты не спросил, не помешают ли они мне?",Предконфликтная,Низкая,Гнев,Неодобрение,Друзья
"Ты стал совсем равнодушным к успехам детей в школе, тебе важнее твои танки. Ребенку нужно твое одобрение, а не молчание.",Инцидент,Средняя,Грусть,Разочарование,Дети
"Твой контроль над тем, с кем я переписываюсь в мессенджерах, просто пугает. Это не любовь, это настоящая слежка и недоверие!",Эскалация,Высокая,Гнев,Раздражение,Контроль
Я ненавижу твое эгоистичное поведение и твою привычку во всем винить меня! Ты просто невыносимый человек!,Пик,Высокая,Гнев,Злость,Личность
"Я так рада, что мы смогли спокойно поговорить о нашей интимной жизни. Оказывается, нам обоим просто не хватало честности друг с другом.",Разрешение,Средняя,Позитив,Облегчение,Секс
"Ты опять оставил свет в ванной на всю ночь, хотя я просила экономить. Твоя невнимательность к мелочам меня очень задевает.",Предконфликтная,Низкая,Гнев,Раздражение,Быт
"Ты весь вечер просидел с угрюмым видом у моих друзей, и это было неловко. Почему ты всегда портишь настроение в компаниях?",Инцидент,Средняя,Гнев,Неодобрение,Друзья
Твое нежелание искать работу просто убивает меня и наше финансовое благополучие. Я не могу тянуть всю семью на своих плечах вечно!,Эскалация,Высокая,Страх,Страх,Деньги
"Уходи, я не хочу больше слышать твои оправдания после твоего подлого предательства! Ты растоптал моё сердце!",Пик,Высокая,Гнев,Злость,Ревность
"Знаешь, я сегодня понял, что был слишком строг к тебе по поводу твоего внешнего вида. Ты прекрасна такая, какая ты есть, прости.",Разрешение,Низкая,Позитив,Любовь,Личность
"Почему твоя мама звонит в семь утра, чтобы рассказать, какие занавески нам купить? Пожалуйста, попроси её уважать наш сон и покой.",Предконфликтная,Низкая,Гнев,Раздражение,Родня
"Ты постоянно отменяешь наши свидания ради работы, и мне это очень обидно. Я чувствую себя совсем забытой и ненужной.",Инцидент,Средняя,Грусть,Обида,Внимание
"Да заткнись ты уже, я не хочу слышать твои бесконечные попреки и советы! Ты просто душишь меня своей заботой, которая похожа на надзор!",Пик,Высокая,Гнев,Злость,Контроль
"Спасибо, что поддержал меня перед своими родственниками, это было очень важно. Я наконец-то почувствовала, что мы действительно одна семья.",Разрешение,Средняя,Социальные,Эмпатия,Родня
"Опять ты не помыла за собой чашку после кофе, и она присохла к столу. Неужели так трудно потратить минуту на чистоту?",Предконфликтная,Низкая,Гнев,Раздражение,Быт
"Ты пообещал сходить в кино и опять заснул перед телевизором, игнорируя мои просьбы. Мои желания для тебя совсем не важны.",Инцидент,Средняя,Грусть,Обида,Внимание
"Какого черта ты распорядился нашими общими деньгами, купив эту ненужную технику?! Ты эгоист, который думает только о себе!",Эскалация,Высокая,Гнев,Злость,Деньги
"Пошел вон, я видела твою переписку с «просто знакомой» в три часа ночи! Ты лживый подонок, и я больше не верю тебе!",Пик,Высокая,Гнев,Злость,Ревность
"Твои друзья опять зовут тебя на рыбалку на все выходные, когда мы планировали дела. Почему ты всегда выбираешь их, а не меня?",Предконфликтная,Низкая,Гнев,Неодобрение,Друзья
"Ты стал очень скрытным и вздрагиваешь каждый раз, когда я подхожу к твоему телефону. Это поведение человека, который ведет двойную игру.",Инцидент,Высокая,Страх,Страх,Ревность
"Хватит орать на меня из-за того, что я пришла домой позже из-за завала на работе! Я не в тюрьме и не обязана отчитываться за каждую минуту!",Эскалация,Средняя,Гнев,Раздражение,Контроль
"Спасибо, что поддержал меня в моем решении сменить профессию, это было очень смело. Я бесконечно тебя люблю и ценю твою веру в меня.",Разрешение,Средняя,Позитив,Любовь,Личность
"Я сегодня понял, что был неправ, когда критиковал твое стремление пойти на курсы танцев. Ты так светишься от радости после занятий, и это очень круто.",Разрешение,Низкая,Позитив,Одобрение,Личность
"Я заметила, что ты стала удалять все логи звонков и переворачивать телефон экраном вниз. Это поведение человека, который явно что-то скрывает от партнера.",Инцидент,Высокая,Страх,Напряжение/Нервозность,Ревность
"Я просто хочу, чтобы ты меня крепко обнял и больше никогда не отпускал, мне так страшно за нас. Все эти крики кажутся такими ничтожными перед угрозой разрыва.",Инцидент,Высокая,Страх,Страх,Личность
"Ты опять не помыл за собой чашку, и кофе присохло так, что его не оттереть. Мелочь, а мне обидно, что мои просьбы игнорируются.",Предконфликтная,Низкая,Гнев,Раздражение,Быт
"Весь ужин ты промолчал, уткнувшись в тарелку, словно меня здесь нет. Твое равнодушие ранит меня сильнее, чем открытая ссора.",Инцидент,Средняя,Грусть,Обида,Внимание
"Куда ушли деньги с нашего счета на отпуск, ты что, опять их все проиграл?! Я не верю своим глазам, это же были наши последние накопления!",Эскалация,Высокая,Гнев,Злость,Деньги
"Убирайся к своей матери прямо сейчас, я не хочу больше видеть твое лицо! Ты предал меня и детей, и пути назад больше нет!",Пик,Высокая,Гнев,Злость,Ревность
"Я был не прав насчет твоего решения пойти на курсы, прости меня за эгоизм. Давай я оплачу твою учебу, я действительно хочу, чтобы ты развивалась.",Разрешение,Средняя,Социальные,Раскаяние,Личность
"Твои родственники опять приедут без спроса на целую неделю? Мне кажется, в этом доме моё право на отдых вообще не учитывается.",Предконфликтная,Низкая,Гнев,Неодобрение,Родня
"Ты стал совсем мало времени проводить с сыном, он постоянно спрашивает, когда папа поиграет. Мне горько видеть, как вы отдаляетесь друг от друга.",Инцидент,Средняя,Грусть,Разочарование,Дети
"Наша интимная жизнь превратилась в скучную обязанность раз в месяц, и это меня пугает. Я чувствую, что мы теряем ту ниточку, которая нас связывала.",Эскалация,Средняя,Страх,Напряжение/Нервозность,Секс
"Хватит за мной следить и проверять мои контакты, я не твоя собственность! Твой контроль делает мою жизнь просто невыносимой, я так больше не могу!",Пик,Высокая,Гнев,Злость,Контроль
"Я так рада, что мы смогли обсудить наши финансовые цели без взаимных обвинений. Мне стало гораздо спокойнее смотреть в наше будущее.",Разрешение,Средняя,Позитив,Оптимизм,Деньги
"Опять в раковине гора посуды, хотя сегодня твоя очередь наводить порядок. Неужели так сложно потратить десять минут на элементарную чистоту?",Предконфликтная,Низкая,Гнев,Раздражение,Быт
"Ты обещал, что мы сходим в парк, а в итоге опять просидел весь день в играх. Мои планы и желания для тебя всегда на последнем месте.",Инцидент,Средняя,Грусть,Обида,Внимание
"Как ты мог обсудить наши личные дела со своей матерью, зная, как это меня задевает?! Это предательство нашего доверия, и я просто в ярости!",Эскалация,Высокая,Гнев,Неодобрение,Родня
"Замолчи и уходи, я больше не верю ни единому твоему лживому оправданию! Ты разрушил всё, что у нас было, своим постоянным враньем!",Пик,Высокая,Гнев,Злость,Личность
"Твои друзья опять устроили погром на кухне, а убирать всё должна я после работы. Почему ты никогда не защищаешь мой покой в этом доме?",Предконфликтная,Низкая,Гнев,Неодобрение,Друзья
"Ребенок плачет от твоих криков, неужели ты не видишь, что он тебя боится? Твоя агрессия на пустом месте просто лишает меня дара речи.",Инцидент,Средняя,Страх,Страх,Дети
"Я боюсь, что из-за твоего нежелания даже говорить о проблемах мы скоро расстанемся. Это молчание убивает меня изнутри каждый божий день.",Эскалация,Средняя,Страх,Напряжение/Нервозность,Личность
"Пошел ты к черту со своими правилами, я буду жить так, как считаю нужным! Твой контроль уже переходит все границы моего терпения!",Пик,Высокая,Гнев,Злость,Контроль
"Спасибо, что приготовил сегодня ужин и убрал в гостиной, я очень это ценю. Мне было так приятно почувствовать твою помощь и поддержку сегодня.",Разрешение,Средняя,Позитив,Признательность/Радость,Быт
"Ты постоянно сравниваешь меня со своей сестрой, и это очень сильно меня обижает. Я другой человек, и я не обязана соответствовать твоим идеалам.",Инцидент,Средняя,Грусть,Обида,Родня
Твое нежелание искать новую работу и сидение на моей шее — это просто предел наглости! Я устала тянуть весь наш бюджет в одиночку!,Эскалация,Высокая,Гнев,Злость,Деньги
"Убирайся прочь из моей квартиры, я видела твое сообщение от той девицы из бара! Ты лживый подонок, и я больше не хочу тебя знать!",Пик,Высокая,Гнев,Злость,Ревность
"Я сегодня окончательно понял, что был не прав по поводу твоих желаний переехать. Давай попробуем найти варианты, я готов меняться ради нашего счастья.",Разрешение,Средняя,Социальные,Эмпатия,Личность
"Мне неприятно, когда ты обсуждаешь мои недостатки со своими подругами по телефону. Это предательство нашего союза, и мне больно это осознавать.",Инцидент,Средняя,Гнев,Неодобрение,Друзья
"Я чувствую, что мы окончательно погрязли в бытовухе и совсем забыли про нежность. Где та страсть и тот интерес, что были у нас в самом начале?",Эскалация,Средняя,Грусть,Разочарование,Секс
"Я сегодня окончательно осознала, что была неправа, когда так сильно тебя ревновала. Спасибо за твоё безграничное терпение и за то, что ты всё еще рядом.",Разрешение,Средняя,Социальные,Осознание,Ревность
"Почему ты опять распорядился нашими общими выходными, не спросив моего мнения? Я не твоя тень, я полноценный человек и имею законное право голоса!",Инцидент,Средняя,Гнев,Неодобрение,Контроль
"Убирайся прочь из дома, я больше не верю ни единому твоему слову после того видео! Ты предал меня и разрушил всё, что мы строили десять лет!",Пик,Высокая,Гнев,Злость,Ревность
"Я сегодня понял, что зря спорил с тобой по поводу выбора школы для нашего сына. Ты действительно лучше чувствуешь, что ему нужно для счастья сейчас.",Разрешение,Низкая,Социальные,Эмпатия,Дети
"Мне очень больно, когда ты игнорируешь мои просьбы о помощи по уборке нашей квартиры. Я чувствую себя твоей бесплатной прислугой, а не любимой женщиной.",Инцидент,Средняя,Грусть,Обида,Быт
"Мне страшно, когда ты начинаешь кричать и хлопать дверями из-за всякой ерунды. Я больше не чувствую себя в безопасности рядом с тобой в такие моменты.",Инцидент,Высокая,Страх,Страх,Личность
"Ты постоянно сравниваешь меня со своей бывшей, и это просто невыносимо больше терпеть. Я — другой человек, прими это наконец или уходи к ней обратно!",Эскалация,Средняя,Гнев,Неодобрение,Личность
"Я просто не узнаю тебя в последнее время, ты стал таким злым и грубым со мной. Куда делся тот нежный человек, которого я когда-то полюбила?",Инцидент,Средняя,Грусть,Горе/Грусть,Личность
"Опять ты потратила огромную сумму на ерунду, хотя мы копим на наш общий отпуск. Неужели твои мимолетные хотелки и косметика важнее нашего летнего отдыха?",Предконфликтная,Низкая,Гнев,Раздражение,Деньги
"Я видела твое сообщение от той девицы в три часа ночи, не смей мне нагло лгать в глаза! Это подлое предательство, которое я никогда не смогу простить.",Пик,Высокая,Гнев,Злость,Ревность
Ты опять пообещала помочь мне с уборкой в гараже и просто уехала к своей лучшей подруге. Твоя необязательность в делах нашего дома меня просто доводит до отчаяния.,Инцидент,Средняя,Грусть,Разочарование,Друзья
"Твои вечные упреки в том, что я плохой и невнимательный отец, заставляют меня чувствовать себя неудачником. Зачем ты так поступаешь со мной, если любишь?",Эскалация,Средняя,Грусть,Обида,Дети
"Почему ты опять не убрал за собой крошки на столе, хотя я просила об этом десять раз? Это мелочь, но из таких мелочей складывается моё раздражение.",Предконфликтная,Низкая,Гнев,Раздражение,Быт
"Ты весь вечер промолчал, уткнувшись в телевизор, пока я пыталась рассказать о своем дне. Мне кажется, я для тебя просто пустое место в этой комнате.",Инцидент,Средняя,Грусть,Обида,Внимание
"Как ты мог спустить всю нашу заначку на эту ерунду, даже не посоветовавшись со мной?! Нам теперь нечем платить за аренду, ты вообще об этом думал?!",Эскалация,Высокая,Гнев,Злость,Деньги
"Убирайся прочь из дома, я больше не верю ни единому твоему лживому обещанию! Твоё предательство разрушило всё, что мы строили годами!",Пик,Высокая,Гнев,Злость,Ревность
"Я был не прав вчера, когда накричал на тебя из-за той разбитой тарелки. Прости меня, я просто очень устал и сорвался на самом близком человеке.",Разрешение,Средняя,Социальные,Раскаяние,Быт
"Твоя мама опять приедет без предупреждения на все выходные, не спросив нашего мнения. Мне кажется, в этом доме у нас вообще нет личного пространства.",Предконфликтная,Низкая,Гнев,Неодобрение,Родня
"Ты стал совсем мало времени проводить с детьми, они тебя почти не видят из-за твоих танков. Мне очень горько за них, им нужен отец, а не сосед.",Инцидент,Средняя,Грусть,Разочарование,Дети
"Я чувствую, как мы отдаляемся всё больше из-за отсутствия нормальной близости. Ты даже не пытаешься меня обнять, и мне от этого просто невыносимо страшно.",Эскалация,Средняя,Страх,Напряжение/Нервозность,Секс
"Хватит за мной следить и проверять мои контакты, я имею право на личную жизнь! Твой контроль делает меня просто сумасшедшей, я ухожу!",Пик,Высокая,Гнев,Злость,Контроль
"Я так рада, что мы смогли найти общий язык по поводу нашего будущего дома. Оказывается, мы можем договариваться, если просто сядем и выслушаем друг друга.",Разрешение,Средняя,Позитив,Облегчение,Быт
"Ты даже не заметил, что я сменила прическу и купила новое платье для нашего вечера. Похоже, тебе совсем наплевать на то, как я выгляжу для тебя.",Инцидент,Средняя,Грусть,Обида,Внимание
"Почему ты вечно лезешь со своими советами к моим родителям, они сами разберутся?! Твоё вмешательство в мои семейные дела просто выводит меня из себя!",Эскалация,Высокая,Гнев,Раздражение,Родня
"Я ненавижу тебя в такие моменты, ты ведешь себя как последний эгоист и тиран! Замолчи и больше не подходи ко мне сегодня!",Пик,Высокая,Гнев,Злость,Личность
"Я сегодня поняла, что зря придиралась к твоим друзьям, они на самом деле хорошие ребята. Прости за мои резкие слова, давай пригласим их в субботу.",Разрешение,Низкая,Социальные,Осознание,Друзья
"Ты постоянно отменяешь наши планы ради работы, даже в мои праздники. Я чувствую себя на самом последнем месте в твоем списке приоритетов.",Инцидент,Средняя,Грусть,Обида,Внимание
"Куда делись деньги с детского счета, ты что, опять их проиграл на ставках?! Я места себе не нахожу от страха за наше завтрашнее существование!",Эскалация,Высокая,Страх,Страх,Деньги
"Уходи сейчас же, я видела твое фото с той девицей из фитнес-клуба! Не смей мне врать в лицо, я подаю на развод немедленно!",Пик,Высокая,Гнев,Злость,Ревность
"Спасибо, что поддержал меня в моем решении уволиться, это было очень смело. Я чувствую твою веру в мои силы, и это дает мне крылья.",Разрешение,Средняя,Позитив,Признательность/Радость,Личность
"Почему ты никогда не берешь трубку, когда я звоню узнать, во сколько ты будешь? Твое игнорирование моих сообщений просто выводит меня из равновесия.",Предконфликтная,Низкая,Гнев,Раздражение,Внимание
Ты опять пообещал помочь сыну с уроками и в итоге ушел спать пораньше. Твоя безответственность просто поражает меня каждый раз.,Инцидент,Средняя,Грусть,Разочарование,Дети
"Проваливай к черту со своей патологической ревностью, ты больной человек! Я не намерена оправдываться за каждый свой взгляд на прохожих!",Пик,Высокая,Гнев,Злость,Ревность
"Я так рада, что мы наконец-то съездили в этот поход и просто побыли вдвоем. Я заново в тебя влюбилась, увидев, какой ты на самом деле заботливый.",Разрешение,Высокая,Позитив,Любовь,Внимание
"Опять в ванной гора твоих разбросанных тюбиков, которые ты никогда не закрываешь. Мелочь, а мне неприятно начинать утро с уборки за тобой.",Предконфликтная,Низкая,Гнев,Раздражение,Быт
"Ты стал очень скрытным в последнее время и постоянно уносишь телефон даже в ванную. Это поведение человека, которому есть что от меня скрывать.",Инцидент,Средняя,Страх,Напряжение/Нервозность,Ревность
"Твои постоянные поучения, как мне общаться с моими родителями, просто невыносимы! Я сама разберусь в своей семье без твоих ценных советов!",Эскалация,Средняя,Гнев,Раздражение,Родня
"Прости, что я вчера так сильно ревновала тебя к коллеге, я была не в себе. Я очень дорожу твоим доверием и постараюсь больше так не делать.",Разрешение,Средняя,Социальные,Раскаяние,Ревность
"Ты обещал, что мы сходим на этот концерт вместе, а в итоге отдал мой билет другу. Мне очень обидно быть для тебя настолько незначительной.",Инцидент,Средняя,Грусть,Обида,Внимание
"Я сегодня поняла, что была слишком холодна после твоей неудачи с тем бизнес-проектом. Прости меня, я сама очень сильно испугалась за нашу стабильность.",Разрешение,Средняя,Социальные,Эмпатия,Деньги
"Хватит контролировать каждую копейку в моем кошельке и требовать чеки за любой поход! Я взрослая женщина, твоя патологическая скупость в деньгах просто душит.",Эскалация,Средняя,Гнев,Раздражение,Деньги
"Убирайся прочь из моей жизни прямо сейчас, я видела запись с твоего регистратора! Ты подлый подонок, предал меня в самый уязвимый момент, прощай навсегда!",Пик,Высокая,Гнев,Злость,Ревность
"Да мне плевать на твои пустые обещания, ты опять просадил все деньги на мебель в казино! Ты совершенно безответственный человек, для которого азарт важнее дома!",Пик,Высокая,Гнев,Злость,Деньги
"Опять ты оставил грязную сковородку на плите, хотя я просила помыть её сразу. Ну сколько можно игнорировать мои просьбы о минимальном порядке в доме?",Предконфликтная,Низкая,Гнев,Раздражение,Быт
"Ты весь вечер просидел в телефоне, пока я пыталась обсудить наши планы на отпуск. У меня такое чувство, что я со стенкой разговариваю, а не с мужем.",Инцидент,Средняя,Грусть,Обида,Внимание
"Как ты мог спустить все наши сбережения на этот дурацкий тюнинг машины, не спросив меня?! Мы же копили эти деньги на ремонт в детской комнате!",Эскалация,Высокая,Гнев,Злость,Деньги
"Убирайся прочь, я видела твое сообщение от той девицы из бара сегодня утром! Ты подлый изменник, и я не хочу больше иметь с тобой ничего общего!",Пик,Высокая,Гнев,Злость,Ревность
"Я был не прав насчет твоего решения сменить работу, прости меня за эгоизм. Давай вместе подумаем, как нам перестроить бюджет на первое время твоей учебы.",Разрешение,Средняя,Социальные,Раскаяние,Личность
Твои родственники опять планируют приехать без спроса на все праздники сразу. Почему ты никогда не защищаешь наше право на спокойный отдых вдвоем в доме?,Предконфликтная,Низкая,Гнев,Неодобрение,Родня
"Ты стал совсем мало времени проводить с сыном, он по тебе очень скучает днем. Мне горько видеть, как твои танки заменяют тебе общение с собственным ребенком.",Инцидент,Средняя,Грусть,Разочарование,Дети
"Наша интимная жизнь превратилась в какую-то механическую обязанность раз в неделю. Мне страшно, что мы теряем ту духовную связь, которая была у нас вначале.",Эскалация,Средняя,Страх,Напряжение/Нервозность,Секс
"Хватит за мной следить и проверять мои переписки, я не твоя собственность и не рабыня! Твой тотальный контроль просто убивает во мне всякое желание быть рядом!",Пик,Высокая,Гнев,Злость,Контроль
"Я так рада, что мы смогли обсудить наши финансовые страхи без криков и взаимных упреков. Мне стало гораздо спокойнее смотреть в наше общее завтра после этого разговора.",Разрешение,Средняя,Позитив,Облегчение,Деньги
"Опять в раковине гора посуды, хотя сегодня твоя очередь наводить порядок на кухне. Неужели так сложно потратить десять минут, чтобы мне не пришлось убирать ночью?",Предконфликтная,Низкая,Гнев,Раздражение,Быт
"Как ты мог обсудить наши личные отношения со своей матерью за моей спиной сегодня?! Это предательство нашего доверия, и я просто в ярости от твоего поступка!",Эскалация,Высокая,Гнев,Неодобрение,Родня
"Замолчи и уходи сейчас же, я больше не верю ни единому твоему лживому слову! Ты разрушил наше счастье своим постоянным враньем и мелкими секретами!",Пик,Высокая,Гнев,Злость,Личность
"Знаешь, я сегодня поняла, что зря подозревала тебя во всех грехах из-за той задержки. Я очень ценю твое терпение ко мне и то, что ты всё еще рядом со мной.",Разрешение,Низкая,Социальные,Осознание,Ревность
"Твои друзья опять устроили погром в гостиной, а убирать всё должна я одна после смены. Почему ты никогда не просишь их вести себя приличнее в гостях?",Предконфликтная,Низкая,Гнев,Неодобрение,Друзья
"Я боюсь, что из-за твоего вечного молчания по вечерам мы скоро совсем расстанемся. Это безразличие убивает меня изнутри гораздо сильнее, чем любая открытая ссора.",Эскалация,Средняя,Страх,Напряжение/Нервозность,Личность
"Пошел ты к черту со своими правилами воспитания, я мать и я лучше знаю ребенка! Твой вечный контроль уже переходит все границы моего адского терпения!",Пик,Высокая,Гнев,Злость,Дети
"Спасибо, что приготовил сегодня завтрак и дал мне выспаться в мой выходной день. Мне было так приятно почувствовать твою заботу и помощь в кои-то веки.",Разрешение,Средняя,Позитив,Признательность/Радость,Быт
Твое нежелание даже попробовать поискать работу — это предел моей женской наглости! Я устала тянуть весь наш быт и бюджет на своих плечах в одиночку!,Эскалация,Высокая,Гнев,Злость,Деньги
"Убирайся прочь, я видела твою переписку с той девицей из твоего отдела вчера! Ты подлый изменник, и я больше не хочу иметь с тобой ничего общего в жизни!",Пик,Высокая,Гнев,Злость,Ревность
"Я сегодня окончательно понял, что был не прав по поводу твоих желаний сменить сферу. Давай попробуем найти выход вместе, я готов поддержать тебя в любом риске.",Разрешение,Средняя,Социальные,Эмпатия,Личность
Опять ты потратила отложенные на отпуск деньги на какую-то очередную косметику в сети. Неужели твои мимолетные хотелки важнее нашего общего летнего отдыха на море?,Предконфликтная,Низкая,Гнев,Раздражение,Деньги
"Мне неприятно, когда ты обсуждаешь мои недостатки со своими родителями по видеосвязи. Это прямое предательство нашего доверия, и мне бесконечно больно от твоего отношения.",Инцидент,Средняя,Гнев,Неодобрение,Родня
"Как же я рада, что мы смогли найти силы простить друг друга после того кошмара. Я очень дорожу тобой и нашей семьей, спасибо тебе огромное за то, что ты рядом.",Разрешение,Высокая,Позитив,Любовь,Личность
"Да мне наплевать, что ты там себе возомнила, я буду делать то, что считаю нужным! Твой контроль меня уже достал, просто отвали от меня со своими советами!",Пик,Высокая,Гнев,Злость,Контроль
"Твои друзья опять устроили в доме погром, а убирать всё должна я одна в ночи. Это просто полное неуважение к моему труду и нашему общему покою в доме.",Инцидент,Средняя,Гнев,Раздражение,Друзья
"Ты обещал, что мы сходим на прогулку в субботу, и опять всё отменил из-за гаража. Мои чувства и планы для тебя явно на самом последнем месте после друзей.",Инцидент,Средняя,Грусть,Обида,Внимание
"Ты сегодня была такой нежной и внимательной ко мне утром, спасибо тебе за этот вечер. Я очень ценю такие редкие моменты спокойствия и гармонии в нашем доме.",Разрешение,Средняя,Позитив,Забота,Внимание
Опять ты потратил деньги из «подушки безопасности» на свои видеоигры без моего спроса. Ты когда-нибудь начнешь думать о нашей общей финансовой стабильности и будущем?,Предконфликтная,Низкая,Гнев,Неодобрение,Деньги
"Я чувствую, что ты меня совсем не слышишь и даже не пытаешься понять мою позицию. Мы просто топчемся на месте в этих бесконечных скандалах и взаимных упреках.",Эскалация,Средняя,Грусть,Разочарование,Личность
"Да пошла ты со своими правилами, я буду делать в этом доме только то, что я хочу! Твой вечный контроль меня уже достал до самых печенок, отвали от меня!",Пик,Высокая,Гнев,Злость,Контроль
